year,id,childs,parsol,kidssol,ideal_childs
2014,1110,3,About the same,Somewhat better,2
2012,1110,3,Somewhat worse,Somewhat better,3
2010,1113,2,About the same,Much better,2
2010,1114,3,,,2
2012,1115,1,Much better,Much better,3
2010,1115,1,Much better,Much better,2
2014,1117,0,Much better,Somewhat better,2
2012,1117,0,,,2
2014,1119,0,,,2
2010,1123,0,Much better,,2
2012,1124,0,Much worse,,2
2014,1126,2,Somewhat better,Somewhat better,2
2014,1127,4,,,3
2010,1127,0,,,2
2014,1130,3,Somewhat better,Much better,4
2010,1130,2,Somewhat better,Somewhat worse,3
2014,1135,0,About the same,Somewhat worse,2
2012,1135,5,Much better,Somewhat worse,2
2014,1138,1,,,3
2012,1141,2,,,2
2010,1142,3,Somewhat better,Much better,4
2014,1143,3,Somewhat worse,Much better,2
2012,1144,2,Somewhat better,About the same,2
2010,1144,3,Much worse,About the same,1
2012,1145,2,,,3
2014,1146,3,,,2
2014,1147,2,Much better,Much better,2
2012,1153,1,,,3
2010,1156,2,,,3
2012,1157,0,,,2
2014,1157,1,,,2
2012,1158,4,About the same,Somewhat better,3
2014,1161,0,,,0
2010,1162,3,About the same,Somewhat better,3
2012,1162,3,About the same,Much worse,2
2010,1165,5,,,2
2010,1166,3,Somewhat worse,Somewhat better,2
2010,1167,0,Somewhat better,,2
2010,1168,3,,,3
2012,1168,3,,,3
2010,1170,2,About the same,Somewhat worse,2
2010,1171,2,,,2
2014,1171,0,,,2
2012,1172,3,About the same,Somewhat worse,3
2014,1176,2,Somewhat worse,Much worse,2
2010,1176,1,About the same,About the same,1
2014,1177,4,Much worse,About the same,2
2012,1181,3,About the same,Somewhat worse,3
2012,1183,2,Somewhat better,Somewhat worse,1
2014,1186,2,About the same,About the same,2
2014,1188,4,,,2
2014,1189,2,,,3
2014,1190,2,,,2
2012,1191,2,Much worse,Somewhat better,2
2010,1195,3,Somewhat worse,Much better,5
2012,1197,2,,,2
2010,1201,4,,,3
2014,1202,3,Somewhat better,Much better,5
2010,1204,1,Much better,Somewhat worse,3
2012,1206,3,,,4
2010,1207,0,Much worse,About the same,2
2014,1207,2,Somewhat better,Somewhat better,3
2010,1209,0,,,3
2014,1210,0,,,2
2012,1211,2,Somewhat worse,Somewhat worse,2
2012,1215,1,Somewhat worse,Much better,2
2014,1229,3,,,2
2010,1229,0,Somewhat better,,2
2010,1232,0,,,0
2014,1236,1,,,2
2014,1237,5,,,5
2012,1238,0,Somewhat better,,1
2010,1240,0,About the same,,2
2012,1244,0,Somewhat better,,4
2010,1244,2,,,2
2014,1245,4,,,2
2010,1246,0,About the same,,2
2012,1247,4,,,2
2012,1248,2,Somewhat better,Somewhat better,2
2014,1249,1,,,2
2014,1250,0,Somewhat worse,,3
2010,1251,2,,,5
2012,1252,0,,,2
2012,1253,0,Somewhat better,Somewhat worse,3
2014,1254,4,Much better,Somewhat better,3
2014,1255,3,,,2
2010,1255,3,,,3
2010,1256,3,About the same,Somewhat better,2
2012,1258,0,Much better,Somewhat better,3
2010,1259,0,,,2
2012,1262,2,Somewhat worse,Somewhat worse,2
2012,1264,2,About the same,Much better,2
2012,1266,2,,,2
2014,1268,0,Much better,,5
2012,1269,0,,,2
2012,1272,0,Somewhat better,,3
2014,1274,2,Much worse,Much better,0
2010,1275,2,,,2
2010,1276,2,About the same,Somewhat better,2
2010,1278,1,,,2
2014,1279,3,,,3
2010,1280,2,,,2
2012,1282,0,,,1
2010,1282,0,Much better,Much better,2
2014,1284,2,,,2
2014,1285,2,Much worse,Somewhat better,2
2010,1285,0,Somewhat worse,,2
2012,1287,2,,,3
2014,1287,4,,,4
2010,1289,2,,,2
2012,1290,3,,,3
2010,1291,2,Somewhat better,Somewhat worse,3
2010,1294,0,Somewhat better,Somewhat better,3
2010,1296,2,Much better,About the same,2
2010,1297,0,Somewhat worse,,2
2014,1297,3,,,3
2010,1299,0,Somewhat better,Much better,3
2014,1302,1,About the same,Somewhat worse,2
2010,1302,0,,,2
2014,1309,1,About the same,About the same,2
2012,1310,2,,,2
2014,1314,2,Somewhat better,Somewhat worse,3
2010,1314,4,Much better,Much better,2
2012,1314,0,,,1
2014,1317,0,,,2
2010,1317,1,About the same,Much better,3
2012,1319,2,Somewhat worse,Somewhat better,2
2014,1319,0,,,3
2012,1321,2,,,5
2010,1326,2,,,2
2012,1327,2,Much better,Somewhat worse,2
2010,1328,3,Much better,Much better,2
2010,1330,2,Somewhat better,Somewhat better,2
2012,1331,0,,,3
2010,1333,1,Much better,Somewhat better,2
2010,1334,3,,,3
2014,1336,1,About the same,Much better,3
2010,1342,2,,,2
2014,1344,2,Somewhat better,Somewhat better,3
2014,1345,3,About the same,About the same,3
2012,1346,4,,,2
2014,1348,3,,,3
2010,1348,1,,,2
2014,1353,2,Much better,About the same,2
2012,1356,4,,,2
2012,1357,2,About the same,About the same,3
2010,1357,3,,,2
2010,1360,3,,,3
2014,1361,2,About the same,Much better,2
2012,1365,1,,,2
2010,1370,3,,,2
2010,1371,2,,,3
2010,1372,2,Much better,Somewhat worse,2
2014,1372,0,,,3
2014,1375,0,Somewhat better,Somewhat better,2
2012,1377,2,About the same,Much better,3
2010,1380,1,,,3
2012,1384,4,,,2
2014,1384,0,Somewhat better,Somewhat worse,3
2014,1388,1,Much worse,Much better,2
2014,1389,2,About the same,Somewhat better,2
2012,1390,3,,,2
2012,1392,0,Somewhat better,Somewhat better,2
2012,1394,0,About the same,,2
2010,1399,3,,,3
2012,1399,1,Much worse,About the same,2
2014,1404,2,,,2
2014,1405,2,,,2
2012,1407,3,About the same,Much worse,3
2012,1409,2,,,2
2010,1409,1,,,2
2012,1410,2,Much better,Somewhat worse,2
2012,1412,2,About the same,About the same,2
2012,1413,2,,,2
2010,1414,1,Somewhat better,About the same,2
2010,1415,2,Somewhat worse,Somewhat worse,2
2012,1416,2,Somewhat better,Somewhat better,3
2012,1418,3,,,4
2014,1419,1,About the same,About the same,2
2012,1424,3,Much worse,Much better,2
2014,1425,2,,,3
2010,1428,2,Much better,About the same,2
2010,1429,1,Somewhat worse,Much better,2
2010,1430,1,,,2
2014,1431,0,,,2
2010,1433,3,,,2
2012,1435,1,,,3
2014,1437,4,Much better,Somewhat better,3
2012,1437,3,About the same,Somewhat better,3
2010,1438,2,,,2
2012,1446,1,About the same,Somewhat worse,2
2012,1448,3,Somewhat better,Somewhat better,2
2010,1451,3,Somewhat better,About the same,2
2012,1454,2,Much better,Somewhat better,3
2014,1455,3,About the same,Somewhat better,3
2012,1458,3,,,3
2010,1459,1,Much better,Somewhat worse,2
2012,1460,2,,,2
2012,1461,2,Somewhat worse,Somewhat better,3
2010,1463,3,,,2
2012,1464,0,Somewhat worse,Somewhat worse,2
2014,1467,0,Much better,,3
2014,1468,0,Much worse,,2
2012,1469,2,About the same,Much better,2
2014,1471,0,,,2
2010,1474,1,,,2
2010,1475,1,Somewhat worse,About the same,2
2014,1476,2,,,3
2014,1477,3,,,3
2010,1479,2,About the same,Somewhat worse,2
2012,1480,1,,,3
2014,1481,0,,,0
2010,1481,0,About the same,,2
2010,1483,1,,,2
2012,1484,0,About the same,,2
2010,1486,3,,,2
2014,1486,1,About the same,About the same,2
2014,1487,3,Much better,About the same,4
2012,1488,0,Much better,,2
2010,1489,2,,,2
2010,1490,1,Much worse,About the same,2
2014,1490,2,About the same,Much better,2
2012,1490,2,,,3
2014,1494,2,About the same,Somewhat worse,2
2012,1495,1,Somewhat better,,2
2010,1498,3,Somewhat better,Somewhat better,3
2014,1499,0,Somewhat worse,Somewhat better,2
2012,1500,2,Somewhat worse,Somewhat better,2
2014,1501,3,Somewhat better,Somewhat better,2
2012,1503,2,,,2
2014,1506,0,Somewhat worse,,3
2010,1511,0,,,2
2012,1513,1,,,2
2014,1514,1,,,2
2012,1514,2,About the same,About the same,3
2010,1516,5,,,4
2014,1520,2,,,3
2012,1523,0,,,2
2014,1527,4,About the same,About the same,3
2012,1528,0,,,2
2012,1529,3,Somewhat better,Somewhat better,5
2012,1530,2,,,5
2010,1533,3,Much better,Somewhat better,4
2012,1535,3,,Much worse,3
2010,1536,3,About the same,About the same,3
2014,1536,1,,,2
2014,1537,2,,,3
2010,1537,2,Much worse,About the same,2
2010,1543,2,Somewhat better,,2
2014,1545,0,About the same,Somewhat better,2
2014,1546,1,Somewhat worse,Somewhat better,2
2010,1547,2,Much better,Much better,2
2014,1549,1,About the same,Somewhat better,2
2014,1550,1,Much better,Somewhat better,3
2012,1551,0,Much better,Somewhat worse,2
2010,1552,0,Much better,Much better,3
2014,1558,2,Somewhat better,Somewhat better,2
2010,1558,0,Much better,,2
2014,1559,3,Much better,Somewhat worse,3
2012,1559,1,,,2
2012,1560,0,Somewhat worse,,2
2014,1560,1,,,2
2014,1561,3,,,4
2014,1562,4,,,3
2010,1563,0,,,2
2010,1564,0,Much better,,2
2014,1565,1,,,3
2012,1565,2,About the same,About the same,5
2012,1566,2,,,2
2014,1567,1,,,2
2010,1568,1,Somewhat worse,Much better,4
2014,1570,0,Somewhat worse,,2
2014,1576,3,About the same,Much worse,2
2010,1578,0,Somewhat worse,Somewhat better,2
2014,1581,1,,,2
2010,1581,0,,,2
2012,1583,4,,,3
2012,1585,0,Much better,Somewhat better,2
2010,1585,4,Much better,Much better,3
2010,1586,2,Somewhat better,Much better,3
2012,1586,4,Much better,About the same,4
2014,1591,1,Much better,Much better,2
2014,1592,2,,,2
2012,1592,4,Much better,Much better,3
2010,1593,2,Somewhat worse,Somewhat better,3
2014,1597,3,About the same,Much worse,3
2012,1599,4,Somewhat better,Much better,2
2014,1602,1,Somewhat better,Somewhat worse,2
2012,1603,3,Somewhat better,Somewhat better,2
2012,1604,2,,,0
2012,1606,0,Somewhat worse,,2
2010,1612,2,,,2
2010,1614,0,,,2
2014,1614,0,Much worse,,2
2014,1615,0,Much worse,,2
2010,1617,2,Much better,About the same,2
2014,1622,2,Much better,Much better,3
2010,1623,1,,,3
2010,1629,4,,,4
2014,1632,2,,,2
2014,1635,0,Somewhat better,,2
2014,1636,2,,,2
2010,1637,0,,,2
2014,1638,2,,,4
2012,1638,2,Somewhat worse,About the same,2
2014,1640,2,Much worse,Much worse,4
2010,1640,1,,,3
2012,1640,3,,,2
2010,1641,5,Much better,Much better,5
2012,1641,0,Much worse,,2
2014,1644,3,,,2
2014,1646,0,,,2
2012,1647,3,,,3
2010,1648,1,,,3
2010,1651,3,,,2
2012,1652,2,,,2
2010,1652,0,About the same,,2
2014,1656,1,Much worse,Much worse,1
2010,1656,2,Much better,Much better,2
2010,1657,0,,,2
2012,1657,1,,,4
2014,1657,1,Somewhat worse,Somewhat worse,2
2012,1662,0,Somewhat worse,,2
2012,1664,2,Somewhat worse,Much better,2
2012,1666,0,Somewhat worse,Much worse,2
2010,1668,4,Somewhat worse,About the same,4
2012,1671,1,Somewhat worse,Somewhat better,1
2012,1672,1,,,1
2010,1673,2,,,2
2012,1674,0,Somewhat better,Somewhat worse,2
2014,1678,2,,,4
2010,1679,1,About the same,Somewhat better,1
2012,1685,0,About the same,Somewhat worse,2
2012,1689,0,,,2
2010,1693,0,,,3
2010,1695,2,,,3
2010,1697,0,About the same,,2
2012,1697,1,Much worse,Much worse,2
2010,1698,3,About the same,Somewhat better,2
2010,1699,1,Somewhat better,Somewhat better,3
2014,1700,0,,,2
2014,1703,2,Somewhat better,Much better,4
2010,1705,4,,,2
2010,1706,5,Somewhat better,Somewhat worse,5
2010,1707,1,Somewhat better,Much better,2
2010,1708,1,Somewhat better,About the same,1
2010,1710,2,,,2
2012,1712,2,Much better,Somewhat worse,2
2014,1712,3,,,2
2010,1712,4,,,3
2010,1716,2,,,2
2012,1719,2,,,4
2012,1721,5,,,2
2010,1723,1,,Somewhat better,2
2014,1724,0,,,3
2012,1726,2,Somewhat worse,Somewhat better,2
2010,1729,3,,,1
2012,1730,1,Much better,Much better,2
2012,1733,0,,,2
2010,1733,0,,,2
2012,1734,4,,,4
2012,1735,0,Much better,Much better,3
2010,1735,2,,,2
2010,1739,2,,,3
2012,1740,3,,Much better,2
2010,1741,1,Somewhat better,About the same,2
2014,1742,2,,Much worse,2
2012,1742,2,,,2
2010,1744,0,Much better,,2
2012,1744,2,,,3
2014,1745,1,,,3
2012,1747,1,,,2
2014,1748,0,,,1
2010,1751,1,Much better,Much worse,2
2010,1752,2,Somewhat better,Much better,2
2014,1752,1,About the same,Somewhat better,2
2010,1757,2,,,2
2010,1758,1,About the same,Somewhat better,2
2014,1759,3,,,3
2014,1763,0,Somewhat worse,Much worse,2
2014,1767,3,Somewhat worse,Somewhat better,2
2010,1769,1,Somewhat worse,Somewhat better,2
2012,1770,2,,,3
2010,1772,3,About the same,Somewhat better,3
2010,1773,2,About the same,Somewhat worse,2
2014,1774,0,,,2
2012,1775,1,About the same,Somewhat better,3
2010,1775,0,Somewhat better,,2
2014,1778,2,,,2
2010,1779,1,Somewhat better,Somewhat better,3
2014,1783,2,,,2
2012,1783,0,,,2
2014,1788,3,,,2
2012,1789,2,,,2
2014,1790,0,Much better,About the same,2
2012,1794,2,,,5
2010,1794,2,Somewhat better,Somewhat better,2
2010,1795,2,,,3
2012,1798,0,,,2
2014,1799,2,,,2
2012,1799,4,Somewhat better,Somewhat better,3
2010,1799,0,Somewhat better,Somewhat better,2
2010,1800,0,Somewhat worse,,3
2010,1802,2,,,2
2014,1802,1,Somewhat worse,Somewhat worse,3
2010,1804,2,Somewhat worse,Much better,2
2014,1809,2,,,2
2010,1810,2,Much worse,Much worse,2
2014,1811,2,Much better,Somewhat better,3
2014,1812,3,,,3
2014,1813,1,,,2
2010,1815,3,,,3
2012,1815,3,Somewhat better,Somewhat better,2
2010,1817,0,,,2
2012,1820,2,,,3
2014,1821,2,,,2
2010,1822,0,,,4
2010,1826,2,,Somewhat better,2
2012,1827,1,,,2
2012,1829,1,,,2
2010,1830,2,Much better,Much better,2
2012,1831,1,,,2
2010,1836,2,,,4
2010,1837,0,,,3
2010,1838,2,,,2
2014,1838,1,About the same,Somewhat worse,3
2014,1842,0,About the same,,4
2014,1843,1,Much better,Somewhat worse,2
2010,1844,1,Much better,Much better,1
2014,1846,4,,,3
2014,1848,5,,,2
2012,1850,2,Somewhat worse,Somewhat worse,2
2014,1859,1,,,2
2014,1860,2,,,3
2014,1863,3,,,3
2014,1866,2,,,2
2012,1869,2,,,2
2014,1870,0,,,0
2010,1874,0,Somewhat better,Somewhat better,2
2014,1874,4,,,3
2012,1875,1,Somewhat better,Much better,2
2014,1876,1,Much better,About the same,2
2010,1876,2,,,3
2010,1878,5,,,3
2010,1882,2,Much better,,3
2014,1884,3,About the same,Somewhat better,2
2010,1884,0,Much better,,2
2014,1886,2,,,2
2012,1890,2,,,3
2014,1890,2,About the same,Somewhat better,2
2014,1893,2,Much better,About the same,3
2014,1898,2,,,2
2012,1899,1,,,3
2014,1900,1,,,2
2014,1901,2,Much worse,Much better,2
2014,1902,0,Much better,,2
2014,1904,2,,,2
2014,1906,4,,,4
2014,1910,2,Much better,Much better,3
2014,1914,3,Somewhat better,Somewhat better,2
2010,1915,2,,,2
2010,1917,0,,,3
2012,1922,2,,,2
2010,1923,0,Much better,Much worse,5
2014,1923,3,About the same,Somewhat better,3
2012,1925,4,,,2
2010,1925,1,,,3
2010,1926,0,About the same,,2
2012,1928,2,About the same,Somewhat better,3
2014,1928,2,,,2
2014,1929,2,,,2
2010,1933,3,Somewhat worse,Much worse,4
2010,1935,3,,,2
2012,1936,2,,,2
2010,1937,2,Much better,Much better,2
2010,1939,3,,,3
2010,1940,0,Somewhat better,About the same,2
2014,1943,1,,,2
2010,1943,0,Somewhat worse,Somewhat worse,2
2014,1944,0,,,3
2014,1946,0,,,3
2012,1947,1,Somewhat better,Somewhat worse,2
2014,1947,2,Somewhat worse,Somewhat better,2
2012,1951,0,Somewhat worse,Somewhat better,2
2012,1952,0,,,2
2010,1953,2,About the same,About the same,2
2014,1953,2,About the same,Somewhat better,3
2010,1955,4,,,2
2010,1958,1,About the same,Somewhat worse,2
2012,1963,3,,,2
2014,1964,3,,,3
2014,1965,0,Much better,About the same,2
2010,1968,2,,,0
2014,1971,1,,,2
2014,1972,0,,,2
2012,1972,2,,,3
2010,1973,3,About the same,About the same,2
2014,1976,5,,,4
2010,1977,2,,,3
2010,1978,0,Much worse,,2
2014,1982,1,Somewhat better,Somewhat better,2
2010,1982,3,,,3
2010,1983,2,About the same,Much worse,1
2010,1994,0,Somewhat worse,,2
2010,2002,2,,,3
2010,2005,2,About the same,Somewhat worse,2
2014,2006,5,Somewhat worse,Somewhat better,2
2010,2012,2,Somewhat better,Somewhat worse,2
2014,2012,2,About the same,About the same,2
2010,2015,2,Somewhat better,About the same,2
2014,2016,2,,,3
2014,2019,3,,,3
2010,2023,1,,,2
2014,2024,3,,,3
2014,2029,4,About the same,Somewhat worse,3
2010,2030,1,,,2
2010,2031,0,,,2
2010,2033,1,Somewhat worse,Much worse,1
2014,2034,0,Somewhat better,Much better,5
2014,2038,2,,,2
2014,2039,1,Much better,About the same,3
2010,2042,2,Somewhat better,Somewhat worse,2
2014,2047,1,,,2
2014,2050,1,,,2
2014,2054,1,Somewhat worse,Somewhat worse,2
2014,2068,2,Much better,Much better,2
2014,2071,3,Somewhat worse,About the same,2
2014,2072,2,,,2
2014,2077,0,Much better,,2
2014,2086,2,,,3
2014,2091,4,,,3
2014,2114,2,Somewhat worse,Much better,2
2014,2116,3,,,3
2014,2117,4,,,2
2014,2131,4,,,3
2014,2132,4,Somewhat better,Somewhat better,2
2014,2141,1,,,2
2014,2146,0,,,2
2014,2148,3,,,3
2014,2149,3,Much better,Much better,2
2014,2150,2,Somewhat better,Somewhat better,3
2014,2157,2,,,3
2014,2170,1,Somewhat better,Somewhat worse,2
2014,2171,2,,,2
2014,2176,2,,,2
2014,2177,0,Somewhat better,,1
2014,2181,0,,,2
2014,2188,4,Somewhat worse,About the same,2
2014,2193,4,,,3
2014,2196,0,About the same,,3
2014,2197,0,Somewhat better,,2
2014,2199,2,Much better,Somewhat worse,2
2014,2221,2,,,2
2014,2222,0,About the same,Much better,3
2014,2228,2,,,2
2014,2231,2,Much better,Much better,4
2014,2234,3,,,3
2014,2235,3,,,3
2014,2237,2,Somewhat worse,Much better,2
2014,2242,0,Much worse,,2
2014,2248,3,,,1
2014,2251,2,,,2
2014,2252,2,,,2
2014,2257,0,,,2
2014,2258,3,,,2
2014,2260,5,,,2
2014,2261,1,Somewhat worse,Somewhat worse,2
2014,2262,2,Much worse,Much worse,2
2014,2271,2,Somewhat better,Much better,2
2014,2274,2,About the same,About the same,2
2014,2279,2,Much worse,Somewhat better,2
2014,2280,1,,,5
2014,2285,2,Much better,Much better,3
2014,2287,5,,,2
2014,2292,2,,,2
2014,2294,1,Somewhat better,Much better,3
2014,2297,3,Somewhat better,Much better,3
2014,2299,2,About the same,Somewhat better,2
2014,2300,2,About the same,Somewhat better,3
2014,2303,2,,,3
2014,2307,1,About the same,Much worse,2
2014,2308,0,,,0
2014,2312,3,,,2
2014,2316,3,Somewhat worse,About the same,3
2014,2331,4,Somewhat better,Somewhat better,3
2014,2348,3,,,3
2014,2362,1,Somewhat better,Much better,4
2014,2368,4,About the same,Somewhat worse,2
2014,2369,0,Somewhat better,,4
2014,2370,2,,,2
2014,2378,2,Somewhat worse,About the same,2
2014,2379,2,Somewhat better,Somewhat worse,2
2014,2388,4,Much better,Somewhat worse,2
2014,2392,2,,,3
2014,2393,2,Somewhat worse,About the same,2
2014,2397,0,,,2
2014,2399,2,,,4
2014,2403,2,Much better,Somewhat better,2
2014,2408,0,Somewhat worse,About the same,1
2014,2411,4,,,3
2014,2417,2,,,2
2014,2418,1,,,2
2014,2421,4,About the same,Somewhat worse,2
2014,2424,2,Much better,About the same,2
2014,2427,3,,,3
2014,2431,4,Somewhat worse,Somewhat worse,2
2014,2435,3,,,2
2014,2437,2,About the same,Somewhat worse,2
2014,2448,3,,,3
2014,2454,2,Much better,Somewhat worse,2
2014,2463,2,,,2
2014,2474,5,About the same,Somewhat better,4
2014,2480,0,Somewhat better,,3
2014,2499,1,Much better,About the same,2
2014,2505,1,Somewhat worse,Somewhat better,2
2014,2507,3,,,3
2014,2508,3,About the same,Somewhat better,0
2014,2511,3,,,2
2014,2513,5,,,2
2014,2514,2,Somewhat worse,Much better,2
2014,2515,1,,,2
2014,2516,3,Somewhat better,Somewhat better,2
2014,2523,2,,,2
2014,2526,2,,,2
2014,2527,3,,,3
2014,2530,2,Somewhat better,Somewhat better,3
2014,2531,0,Much better,,2
2014,2534,2,,,2
